Id,Sentiment,Text Tweet,clean_teks,clean_teks2,topic,internet,kartu,harga,embedding
11,0,"<PROVIDER_NAME> mampus!!!!! bulan puasa, subuh2 mau sahur cek pulsa tersedot terus. dan sekarang sisa 30 ribu <PROVIDER_NAME> Tolong dibaca!!!",mampus puasa subuh sahur cek pulsa sedot sisa ribu tolong baca,"['mampus', 'puasa', 'subuh', 'sahur', 'cek', 'pulsa', 'sedot', 'sisa', 'ribu', 'tolong', 'baca']",1,0.3186925,0.54298013,0.4847092,"[ 5.5812327e-03 -2.2311376e-02 -1.7105358e-02  3.1301573e-02
  2.2457670e-02 -2.5609488e-02 -2.0951638e-02  1.1641342e-03
  1.6618799e-02  1.6996734e-02 -3.2560702e-02  1.5163511e-02
  1.6820607e-03 -4.5479361e-02  2.4366470e-02  2.0223752e-02
 -1.7312309e-02  5.8243390e-02 -1.3111741e-02 -4.8690196e-02
  3.2805424e-02 -2.5075918e-02 -3.8563762e-02  1.0281052e-02
  4.1800976e-02  4.2888224e-02  3.7935600e-03  3.1023888e-02
  3.2498918e-02  1.3060269e-02  1.8723873e-02 -8.4898180e-05
  7.0234719e-03  2.4646664e-02 -1.5921988e-02 -5.9646517e-03
 -3.4710683e-03 -5.9247348e-02 -4.7521785e-02  5.3773355e-03
  6.2230539e-02 -3.8524270e-02 -3.9480194e-03 -4.4727866e-03
 -3.6486305e-02 -2.2048883e-02  8.2786642e-03 -8.8919714e-02
  3.0272556e-03  2.5772797e-02  2.1098763e-02  9.2900664e-02
 -1.6947608e-02  2.2419587e-02  1.6040195e-02  1.7666221e-02
 -3.2814998e-02  3.1958595e-02 -2.7305515e-02  1.9503713e-03
 -2.0411719e-02  5.1754963e-02 -2.7477181e-02 -1.0539103e-02
  1.5027052e-02 -6.0934578e-03 -6.8047401e-03 -1.5077878e-02
 -2.3374379e-02  4.9358938e-02  1.9301904e-02  6.8282314e-02
  1.1257977e-02  1.8531816e-02 -6.4051286e-03  2.7252669e-02
  3.2175422e-02 -5.0427541e-02  4.9524875e-03  3.2646425e-02
 -9.7506447e-03  5.1437411e-02 -4.0626157e-02  1.6314380e-02
 -6.9002941e-02  7.9120554e-02 -5.7875242e-02  6.0932133e-02
 -2.6525760e-02 -8.7502105e-03 -3.5183944e-04  1.4000223e-02
 -2.0400123e-03  4.3181051e-02 -6.3588113e-02  1.5882667e-02
  7.1571074e-02  9.7422563e-03  4.7224212e-02  2.2861041e-02]"
12,0,<USER_MENTION> Pernah coba pakai <PROVIDER_NAME> tapi parah koneksinya ,coba pakai parah koneksi,"['coba', 'pakai', 'parah', 'koneksi']",0,0.30027133,0.5589472,0.7065022,"[-0.03115402  0.00390305 -0.04298998  0.06229859  0.06113552  0.03405963
  0.02230852 -0.01559106 -0.01884273 -0.03904766 -0.08785289 -0.06008648
 -0.02559474  0.0057857  -0.06267533 -0.05583614  0.00720241  0.03458785
  0.04488119  0.05079869 -0.01602022 -0.02322309  0.03104485  0.00824299
 -0.07014319 -0.03871613 -0.0935569  -0.0454364  -0.00141842  0.04345535
 -0.04448698 -0.04778939  0.0657381  -0.09770806 -0.07048527 -0.02542452
 -0.08481069 -0.00750971 -0.01916673  0.04622418 -0.05024017 -0.00170351
 -0.01657025 -0.014179   -0.03009548  0.04824101 -0.02541706 -0.0079179
  0.02094143  0.05299302  0.01677891  0.02076615 -0.06271666  0.01081175
 -0.04959331 -0.09254277 -0.05578355 -0.06810448 -0.00788751 -0.02439268
  0.00416707 -0.01693192 -0.0427855   0.10224653  0.0315258   0.12761997
 -0.0127109   0.07333308 -0.02298274  0.13263331 -0.01049557 -0.01118219
  0.03733505 -0.00587953  0.07242595  0.00069657 -0.00855776 -0.04397608
  0.03204692  0.08717561 -0.10925303  0.09089677  0.0482845   0.00543803
  0.05390351 -0.02406239  0.01327117  0.02301129  0.05655373  0.00464602
  0.05092579  0.02555124  0.05062078 -0.03662093 -0.03614097  0.03277939
 -0.03575671 -0.03070366 -0.09131816  0.06047389]"
13,0,"Setuju, <USER_MENTION> silahkan boikot saja pelanggan <PROVIDER_NAME> pendukung #HRS <URL>",tuju silah boikot langgan dukung hrs,"['tuju', 'silah', 'boikot', 'langgan', 'dukung', 'hrs']",1,0.41282478,0.52786964,0.38002762,"[-1.6824314e-02 -3.7082031e-02 -7.6395012e-02  6.0169172e-02
  1.3012965e-01  8.2582287e-02 -8.6968876e-03  3.9624670e-04
 -2.5844306e-02  1.2609872e-02 -5.9557114e-02 -2.5957964e-02
 -5.5083949e-02  9.5068440e-03  5.2559931e-02  5.2426647e-02
  6.9829755e-02  7.0586510e-02  4.5604277e-02  2.4950976e-02
 -1.4959338e-02 -7.6327004e-02 -7.2681033e-03  2.3856683e-02
  1.0494311e-02 -1.9085934e-02  4.9851671e-02  7.3610872e-02
 -5.6116819e-02  1.7720463e-02  5.6081567e-02  6.9367215e-03
  4.6183918e-02 -2.4433432e-02 -7.7410288e-05  7.3084328e-03
  7.0830062e-03  2.2849347e-03  7.5391866e-03 -1.0399342e-02
 -2.4884582e-02  4.1750655e-02  8.5654110e-03 -4.1670997e-02
  2.7918840e-02 -6.4434274e-03 -6.2943548e-02 -5.7359349e-02
  4.8743326e-02  1.1206473e-02 -6.8382122e-02  4.1020992e-03
  4.4595901e-02 -4.6540674e-02  3.2161083e-03 -3.1107962e-02
 -7.5404771e-02 -2.2801077e-02  3.2231521e-03  9.2378136e-04
  4.4500101e-02 -5.3849909e-02 -1.7648049e-02 -7.4256137e-03
 -4.5561612e-02 -6.2427330e-03  1.6551794e-02 -2.4208836e-02
 -1.7227195e-02  8.9519762e-02  2.8616056e-02  4.5352388e-02
  2.8832858e-02  2.2171201e-02  5.9078210e-03 -1.4007910e-02
  4.8474491e-02 -2.4075041e-02  2.0432670e-02 -2.9308056e-02
  4.4462185e-02 -1.5092750e-02  3.6890503e-02  3.0115098e-02
  2.4931258e-02 -7.3862709e-02 -1.7844945e-02  2.5210306e-02
 -3.4119326e-03  5.9241466e-03  1.2639835e-03 -3.8995694e-03
  2.7956435e-02 -4.6500269e-02 -8.7586135e-02  2.3859428e-02
  2.9786145e-02 -4.2916823e-02 -6.5386333e-02  3.7505616e-02]"
14,0,"Dibela belain daftarin kartu 4G tunggu sejam siang2 sambil puasa, sampai rumah sinyal 4Gnya gak ada, adanya di kota!, <PROVIDER_NAME>",bela bain daftarin kartu g tunggu jam siang puasa rumah sinyal gnya gak kota,"['bela', 'bain', 'daftarin', 'kartu', 'g', 'tunggu', 'jam', 'siang', 'puasa', 'rumah', 'sinyal', 'gnya', 'gak', 'kota']",0,0.442663,0.5935979,0.58757246,"[-0.07773427  0.03537283  0.03348793  0.01797306  0.03064296 -0.03703028
  0.02895328 -0.03924098 -0.02837687  0.04770251 -0.00073608 -0.02598375
 -0.01111413 -0.03116654  0.01285204 -0.07342101  0.02538111  0.00986999
 -0.00435365 -0.04510492 -0.01775547 -0.00288664 -0.01975175  0.03228477
  0.01542291 -0.00609279 -0.0001059   0.00647441  0.0257082   0.03213311
 -0.01171011 -0.05240721  0.01510043 -0.00538395  0.01537488 -0.06168409
  0.02013368  0.00568213 -0.05291473 -0.05338972  0.01175098  0.02871029
  0.0075773   0.01311093 -0.00419343 -0.02444612 -0.02257693  0.005911
 -0.01154288 -0.01108189  0.00058643  0.02114106  0.00122408  0.02041813
  0.01799829 -0.02976004  0.00934392 -0.01607237 -0.05812376 -0.02938442
  0.00375416 -0.01900859 -0.05410927  0.0135924   0.0032299   0.00523309
 -0.02014972  0.01027011 -0.04502324  0.07437816  0.0101664   0.0157027
  0.03035282 -0.0460807   0.0148654  -0.00745876  0.03655519 -0.02734073
 -0.04038985  0.01396684  0.02082155  0.01291676  0.00746496  0.01148191
 -0.03167267 -0.00045737 -0.00499137  0.02108613 -0.00652048 -0.01535718
 -0.01790455  0.00067103 -0.00285711 -0.03245902 -0.01232204  0.01887872
 -0.02903618 -0.03092307 -0.02103539  0.02378891]"
15,0,<PROVIDER_NAME> datanya kok sering hilang <PROVIDER_NAME>,data hilang,"['data', 'hilang']",0,0.40840808,0.46238777,0.69938,"[ 0.02383928  0.03792351  0.04456121 -0.04642667 -0.0090129   0.02309754
 -0.04350952 -0.02301737  0.02247296 -0.0042092   0.04295883  0.0139134
  0.02438925 -0.05069823  0.03296382 -0.1843808   0.02027771  0.0353199
  0.03351843 -0.00401544 -0.09614267 -0.01700761 -0.02531832  0.00642916
 -0.06641221  0.01993445  0.01671388  0.09747519 -0.12128653  0.01509421
 -0.00439634  0.0640658   0.15603018  0.08571923 -0.00023999  0.13709356
 -0.05167308 -0.03345322 -0.02682437  0.00315658  0.10708328  0.0164962
  0.06712638 -0.03872248  0.01696116  0.19053939 -0.06054891 -0.01708258
  0.06126321  0.02034268 -0.01356665 -0.10517281  0.06238038  0.04129845
 -0.11330803 -0.16104513 -0.04808477  0.05709128  0.14405502  0.03281837
 -0.02777143 -0.04956937 -0.04291204 -0.05498912 -0.05550788 -0.03568818
  0.09799066 -0.05495203  0.06603146  0.0200312   0.07861996 -0.02399242
 -0.02194339 -0.08423851  0.00591283 -0.05425711  0.10310426 -0.01843066
  0.12549116 -0.05919787  0.05660621 -0.08947729  0.04979886  0.02386009
 -0.07087082  0.12970239 -0.112183    0.0154133  -0.08371837  0.03799528
 -0.00962371  0.01895381 -0.14087826 -0.13359474 -0.10804281 -0.02684855
  0.09187315  0.00610505  0.02038616  0.20760867]"
16,0,#internetlelet  <PROVIDER_NAME> ga sesuai iklan ,internetlelet ga sesuai iklan,"['internetlelet', 'ga', 'sesuai', 'iklan']",1,0.7630514,0.4183108,0.34573308,"[ 0.00088013 -0.03544427 -0.01725887 -0.05195339 -0.07099595 -0.02268547
  0.05803274  0.01292356  0.01542319 -0.03454909  0.04599762 -0.02621461
 -0.07692739  0.05757426 -0.0145669   0.04624086 -0.03975255 -0.03484071
 -0.14533862  0.03738826  0.06841385 -0.0077547  -0.10205578 -0.03421836
 -0.06642243 -0.01812675 -0.01069904 -0.02329173  0.01495165  0.03512906
  0.03201452 -0.00158191 -0.03613278 -0.04041474 -0.05138431 -0.00134512
  0.02881528  0.03564868  0.0555274  -0.0408786  -0.02094874 -0.04944948
  0.06817476 -0.01557651 -0.04417118 -0.00119971 -0.021701   -0.00243974
 -0.02517197  0.01915948  0.06405393  0.0458607   0.02622448  0.02927162
  0.02214305 -0.03125102  0.03706076  0.02133885 -0.07645559 -0.0893944
  0.01143499  0.00846395 -0.07699035  0.03239982  0.01923427  0.05332145
  0.10279309  0.00805996  0.00449998 -0.03932072 -0.0125609   0.04521565
 -0.06219855 -0.00734051 -0.07782132 -0.04419353 -0.00720782  0.00037742
  0.06678596  0.06152223  0.06730074  0.00791765  0.03300119 -0.05643352
  0.09229255 -0.02967931  0.01733451  0.00506828  0.05886913 -0.04858131
  0.02807525  0.02591791 -0.06851641 -0.0628894  -0.00810228 -0.02823071
  0.01748852 -0.06207037  0.0080393   0.00787219]"
17,1,<PROVIDER_NAME> <PROVIDER_NAME> kangen nih dapat kiriman pos marchandes nya <PROVIDER_NAME> langsung dari pak pos nya ,kangen nih kirim pos marchandes nya langsung pos nya,"['kangen', 'nih', 'kirim', 'pos', 'marchandes', 'nya', 'langsung', 'pos', 'nya']",1,0.50637543,0.31425652,0.4707355,"[-3.4655437e-02 -4.3457709e-02 -4.8741423e-02 -7.0966624e-02
  1.4056538e-02  3.9050654e-02  5.6693088e-03  1.3338599e-02
  5.2199651e-02  2.1444649e-02 -2.4336953e-02 -9.7936047e-03
 -2.3779886e-02 -1.4722268e-02 -2.1467967e-02  3.5859399e-02
  2.4439320e-02 -1.9050308e-02 -3.9710954e-02  5.4293174e-02
 -3.2310884e-02  9.7301352e-04  6.4774654e-03 -1.2995030e-02
 -1.2810386e-02 -5.6660406e-02 -1.2927915e-02 -7.8523182e-04
 -4.2479238e-04 -3.8025689e-03 -1.1156370e-01 -1.4596545e-02
  5.0634239e-02 -3.6893241e-02  1.3716153e-02  3.0462107e-02
  5.7700600e-02  1.0436708e-02  2.9683288e-03  2.2288101e-02
  3.6839023e-02 -6.2474344e-02  2.5440905e-02  6.8881027e-02
 -1.8885707e-02  4.7946800e-03  1.6332647e-02  5.4502282e-03
 -9.1686836e-03  1.0594922e-02 -3.3653617e-02 -1.8353486e-02
  6.2890090e-02 -2.2456190e-03  7.1611367e-02 -5.2907996e-02
 -8.3347104e-02  5.5904984e-02  1.3996795e-01  2.2239529e-02
 -3.8596410e-02 -1.8886394e-05 -3.7927832e-02  3.2086309e-02
 -7.8970604e-03  1.2587715e-02 -2.1196671e-02  3.8818023e-04
 -3.9106105e-02  6.7027792e-02  1.0770289e-01  3.2775622e-02
 -1.1186997e-03  3.2459185e-02  8.6603016e-02 -1.8283404e-02
 -2.2745095e-03 -3.8975339e-02  1.9112293e-02  1.4021639e-02
  5.5636287e-02  5.0103717e-02  4.7949258e-02 -3.3956151e-02
  2.7626273e-03  3.6181729e-02 -8.9802928e-02  6.0501959e-02
 -1.4494549e-02 -7.8852806e-04 -1.4298800e-02  7.7409646e-03
  2.7734472e-03 -2.3960510e-02  2.5981944e-02  1.0392455e-02
 -3.8708851e-02 -1.3913793e-04  2.9092014e-02  2.0795155e-02]"
18,0,"yang katanya 150MBPS kecepatanya cuma 3kbps, kuota full. Ga bisa buka google? Udah bikin nguras uang dan baterai… <URL>",mbps kecepatanya kbps kuota full ga buka google udah bikin nguras uang baterai,"['mbps', 'kecepatanya', 'kbps', 'kuota', 'full', 'ga', 'buka', 'google', 'udah', 'bikin', 'nguras', 'uang', 'baterai']",0,0.42502385,0.5856265,0.5196107,"[-0.0143174  -0.02679355  0.04920567  0.00273549 -0.01152558 -0.05223626
  0.00518726 -0.05451927 -0.01295349 -0.0094281   0.00064398  0.04987349
 -0.00860904  0.02293332  0.02767562  0.04009899  0.01134214 -0.05515866
 -0.00837323  0.02663959  0.00800823  0.01475682 -0.05197064  0.00779846
 -0.09484412 -0.01624679  0.03116179 -0.00983637  0.02120444  0.04785169
 -0.01797184 -0.00365911 -0.04869519 -0.01821879 -0.01853834 -0.01089182
  0.01995654 -0.05644711 -0.01961549  0.00348263 -0.0152809  -0.01269229
  0.01594238 -0.03432647  0.01743819  0.02888969  0.03395238  0.01998944
 -0.02859019 -0.04455777  0.00147335  0.01161407  0.04463555  0.03079882
 -0.02666024  0.01923877  0.06741672  0.02507792  0.01498161 -0.06867056
 -0.01043434  0.03097653 -0.05667634  0.02453604  0.02258698  0.0309287
  0.00761464  0.01855739 -0.02134815  0.01104205  0.01296845  0.07265352
  0.01127351 -0.06508593  0.01195365  0.0096788  -0.00208474 -0.04761786
  0.04160845  0.05445493 -0.00817998 -0.00700871  0.0200245  -0.03795459
 -0.04575219  0.00634261  0.01084637  0.0428983  -0.02249785  0.00210291
  0.03090033  0.05525731  0.01014559  0.0317401   0.04911055 -0.01369523
  0.02338873 -0.02658294 -0.03569966 -0.0049912 ]"
19,0,kuota #internet <PROVIDER_NAME> masih banyak tapi koneksi internetnya LAMBAT BANGET! #<PRODUCT_NAME> <PROVIDER_NAME> #4G #lte… <URL>,kuota internet koneksi internetnya lambat banget g lte,"['kuota', 'internet', 'koneksi', 'internetnya', 'lambat', 'banget', 'g', 'lte']",0,0.7746184,0.5282303,0.37723452,"[-0.07174977 -0.00081232 -0.04333527 -0.02898764 -0.01231496 -0.0325362
  0.01543323 -0.015588    0.04928841 -0.00400706  0.02180174 -0.04850763
  0.02984951  0.01326104 -0.04429661 -0.10992869 -0.01635161  0.0249079
 -0.04759623 -0.03203458  0.02110213  0.01694391 -0.08512741  0.00101206
  0.00631407 -0.01456987 -0.03610258 -0.07461226  0.00394631  0.05657542
 -0.00254258 -0.02385943  0.01395055 -0.04721062  0.01640737  0.00243793
  0.08559264 -0.02491721 -0.00921045 -0.05080942 -0.09408852 -0.04479935
  0.01203253 -0.00220251 -0.07353795 -0.03641069 -0.07477918 -0.0364479
 -0.04730687  0.0208437  -0.04703862  0.05273391  0.0248706   0.05103892
 -0.05889973 -0.05967671  0.04707199 -0.024886   -0.00295703  0.01773073
 -0.00714278 -0.0080317  -0.05537854  0.01398634  0.05409119  0.03462799
 -0.01471038  0.03840334 -0.01471118 -0.01316043  0.06217821  0.07685946
  0.03431493 -0.00916489  0.02396632 -0.00980197 -0.02179984 -0.0185595
 -0.02109264  0.051533    0.06677465 -0.01508747  0.03782361 -0.0842045
  0.01294608  0.0101482   0.03186465  0.06718363  0.03254624  0.03103332
  0.02591412  0.00465048 -0.03340808 -0.01998044  0.02244991 -0.00042343
 -0.00481533 -0.08207687  0.03416708  0.02866487]"
20,0,Ampun... Sinyal 4G <PROVIDER_NAME> lemot seperti siput. Acara live streaming jadi terganggu. Mundur terus <PROVIDER_NAME>,ampun sinyal g lot siput acara live streaming ganggu mundur,"['ampun', 'sinyal', 'g', 'lot', 'siput', 'acara', 'live', 'streaming', 'ganggu', 'mundur']",0,0.5471554,0.523573,0.4570873,"[ 0.02959932  0.01171899  0.00251314  0.04046777 -0.03432467 -0.02596052
  0.01587342  0.02546424 -0.00494347 -0.01329572  0.01982717  0.00263092
 -0.00463965  0.00650202  0.07870592  0.00162374  0.065197   -0.00875225
 -0.06278385 -0.06954242 -0.02393067  0.02086474 -0.00689728 -0.02080333
 -0.04754777 -0.01331499  0.04566793 -0.01398891 -0.01248314  0.01779947
  0.01667266 -0.02439485  0.0139653  -0.00461585  0.01922374  0.03743846
  0.02269468  0.02314636  0.00396879 -0.02031108  0.0196115  -0.04461053
  0.01139135  0.01426666  0.02178206  0.00995561 -0.05949628 -0.00994736
 -0.04855788  0.04085    -0.01864211 -0.04771245 -0.04761458  0.03700987
  0.06014674 -0.02534443 -0.00607623 -0.03423123 -0.03397494 -0.05555211
  0.03195867 -0.0381688  -0.03449818 -0.0138915  -0.01642158  0.02586493
  0.05236585 -0.0172229   0.00461752  0.03107849  0.01272725  0.02424714
 -0.03051627 -0.03368487  0.05639171  0.05274389  0.05256626  0.03017983
 -0.06665878  0.0118684  -0.02322271 -0.04428909 -0.04161331  0.01488184
 -0.02034252  0.00526048 -0.02933654  0.03536207 -0.02469737 -0.02834097
 -0.00927565  0.00420781 -0.01778262  0.01301461  0.0195267   0.03792059
 -0.03473276 -0.0139235   0.00028849  0.04980967]"
21,0,Jaringan <PROVIDER_NAME> di Nabire bagus? Itu hanya berita HOAX #HOAX <PROVIDER_NAME>,jaringan nabire bagus berita hoax hoax,"['jaringan', 'nabire', 'bagus', 'berita', 'hoax', 'hoax']",1,0.4992029,0.5114558,0.706184,"[ 0.01138913  0.01584788 -0.045702   -0.05910816  0.06305037 -0.06661671
 -0.03276481 -0.04830866 -0.05371852 -0.04286358  0.03266037 -0.0604043
 -0.02459652 -0.08161017  0.02119996 -0.08981279  0.12490294 -0.02305657
 -0.08323657 -0.08098923 -0.0262588  -0.02966513 -0.02288237  0.00291173
  0.04201559  0.0008147   0.0549802   0.04483232  0.07054    -0.01434931
 -0.0396501  -0.02531258  0.03907587  0.04290297 -0.02495357  0.00579607
  0.0465748   0.07823195 -0.04808563 -0.09183613 -0.05596188 -0.03115166
 -0.03106225 -0.10237191  0.01365141  0.01372565  0.01980108  0.03434351
  0.10588519  0.03783383  0.01536069 -0.07372459 -0.00618302  0.10039934
 -0.00321569 -0.05191891 -0.06213737  0.04257418  0.03050358 -0.02552571
 -0.03986804  0.02839629  0.00124731  0.00245773 -0.01910355 -0.01189353
  0.0087205  -0.05092188  0.04936617 -0.06712265  0.0920402   0.00083573
  0.03668348  0.02815186  0.05360508  0.00591505 -0.07417479 -0.02005189
 -0.02157568 -0.03475435 -0.0158591   0.01278159  0.01160836  0.01028248
  0.00972281  0.01505918  0.05953584 -0.0017424  -0.03079897 -0.01513585
  0.00024764  0.04634501  0.01891366  0.02161976  0.05799626  0.02787603
 -0.0842413   0.0396334  -0.05788184 -0.02934662]"
22,0,Makin jelek jaringan di takalar <PROVIDER_NAME>,jelek jaringan takalar,"['jelek', 'jaringan', 'takalar']",1,0.5168518,0.5778224,0.6462769,"[ 0.01109471  0.05940238 -0.00562326 -0.12142853 -0.02995211 -0.01309443
  0.01005288 -0.01275632  0.09567967 -0.05152157 -0.02138914 -0.03853941
 -0.02265635 -0.04746303 -0.04313057 -0.08562845  0.00301982 -0.0736879
 -0.0713832  -0.03110927  0.13904922 -0.13502926  0.05906104  0.05937265
 -0.07829317 -0.06240914 -0.04372807 -0.02701415  0.04157954  0.09227065
 -0.04076879 -0.02017947 -0.00287586 -0.0023227   0.01602512  0.0549593
 -0.0101643  -0.02935138 -0.06924459 -0.11833322  0.03145497 -0.08094077
 -0.01357406 -0.07954248 -0.0536858  -0.03586227 -0.03955748  0.07474268
 -0.00418453  0.03845738 -0.0147124  -0.09169498 -0.06768238  0.06357077
 -0.00364463 -0.03932362 -0.05855467  0.1470598   0.04606651 -0.05493158
 -0.03258695  0.073947    0.06349272  0.02260405  0.07558533 -0.08402913
  0.0342835  -0.01997612  0.1007337  -0.08295995  0.02315719  0.11302334
 -0.05959948  0.01389099  0.00512339 -0.08724898  0.07040306 -0.11204436
  0.05925387 -0.02093848  0.05390074  0.00985253  0.00623607 -0.05921452
  0.12694095 -0.0516874   0.08825204 -0.03471787 -0.02053821  0.09120993
 -0.0465976  -0.00789981 -0.09093723 -0.02637624  0.05101545 -0.03258448
  0.02642276 -0.04579466  0.00563601 -0.07863935]"
23,1,Jadi stabil disini. <PROVIDER_NAME> <URL>,stabil,['stabil'],2,0.38873082,0.3915784,0.31947216,"[ 0.17931032  0.18957192 -0.15781927  0.03024933 -0.06078334  0.05921255
  0.14759254  0.01533395  0.14936195  0.08540118 -0.00557437  0.01210206
 -0.17798117 -0.04389084 -0.06865185  0.02162701  0.0319893   0.14368832
 -0.12029232 -0.05457966 -0.0742759  -0.23949602  0.12158533 -0.02211553
  0.08654198 -0.01686806  0.05817764  0.02829245 -0.00549443 -0.04389901
 -0.02898359 -0.09152527 -0.03917399 -0.12359857 -0.03925573 -0.18832298
 -0.0992445  -0.03623183  0.04985649  0.03191669  0.07848231  0.13285719
  0.10056578 -0.07625088 -0.15375163  0.00456276 -0.12327444  0.06977789
  0.14334767 -0.12094935 -0.08951898  0.05767673 -0.26259091 -0.15343544
  0.04888409 -0.02711468  0.01382226  0.07817948 -0.00257549 -0.00306003
 -0.10589335  0.01325631  0.008373   -0.00836492  0.01263632  0.0533096
 -0.02935492 -0.11254683 -0.06202206 -0.1277509   0.02345703  0.09751005
  0.16915895 -0.01956557  0.10799665 -0.23878685 -0.01368566  0.09608199
 -0.10467223 -0.05166075 -0.03615081  0.28718802 -0.05244563  0.0276016
  0.04693333 -0.10661238 -0.11521675  0.05928124  0.04355605 -0.15337892
 -0.02576284  0.02343564 -0.09643704 -0.07889036  0.08395625  0.01881651
 -0.00511787 -0.14113064  0.03124512  0.01879689]"
24,1,#CUG <PROVIDER_NAME> #Community Sangat Cocok Buat Komunikasi Antar :. - Keluarga. - Rekan Bisnis / Kerja. - Sekolah / Kampus. - Hubungan Jarak.,cug community cocok komunikasi keluarga rekan bisnis kerja sekolah kampus hubung jarak,"['cug', 'community', 'cocok', 'komunikasi', 'keluarga', 'rekan', 'bisnis', 'kerja', 'sekolah', 'kampus', 'hubung', 'jarak']",1,0.38582903,0.59857583,0.49441117,"[-0.01087173 -0.01810303 -0.00453378  0.05210592  0.02961544 -0.00273889
  0.00736863  0.00516602  0.01918193  0.04293475  0.00851038  0.05066048
 -0.01023304  0.01223542 -0.00553034  0.00634485 -0.01259121 -0.01540871
 -0.04026104  0.01912136  0.0152775  -0.0040103  -0.00744822 -0.01742222
  0.01349378  0.03684893 -0.02996899  0.02666476 -0.00988641  0.01601373
 -0.03877199 -0.01422187 -0.02780776  0.01110316 -0.04660016 -0.03360288
  0.0654964   0.00546046  0.02394544 -0.01255392 -0.05744977  0.07214678
  0.00254188  0.00413702 -0.01300826 -0.03561227 -0.02423493 -0.02086091
 -0.04283227 -0.01282057 -0.04784447 -0.00181611 -0.01400096  0.06381487
 -0.0302155   0.02036996  0.00748245 -0.02343561 -0.05819853  0.00333813
  0.03286029 -0.01525042 -0.00936275  0.03322474 -0.00260965 -0.01802031
 -0.01651178 -0.02313925 -0.00319838 -0.01150315  0.00538391 -0.01990061
 -0.02907407 -0.02202107  0.01390468  0.0142398  -0.00179055  0.04872012
 -0.00261649  0.01888621 -0.00595188 -0.01719397  0.02018691 -0.01634956
  0.03253758  0.00322232  0.03187923 -0.01004398 -0.02426232 -0.01883075
  0.02114655  0.02774276  0.0278326   0.00435707 -0.01651587  0.02998099
  0.00180524  0.08216402  0.00890379  0.04490978]"
25,0,<PROVIDER_NAME> <PROVIDER_NAME> ini kualitas provider <PROVIDER_NAME> gangguan trouble mahal berhari2 #useless4g <URL>,kualitas provider ganggu trouble mahal hari uselessg,"['kualitas', 'provider', 'ganggu', 'trouble', 'mahal', 'hari', 'uselessg']",0,0.48875841,0.59451514,0.5821172,"[ 0.00277165 -0.02620473  0.00888732 -0.08177816 -0.01823078  0.05676252
 -0.00183785 -0.05210779  0.06118882  0.01511542  0.01679149  0.02203277
  0.00309924 -0.1010805   0.08007888  0.00192419  0.01252396 -0.0192388
 -0.00463316 -0.05886597 -0.00888567 -0.02410122 -0.01895109 -0.0624319
 -0.07288809 -0.00702655  0.00870358  0.01065168 -0.00557773  0.03405251
 -0.0187311  -0.02899573  0.02686577  0.0116861  -0.00159625  0.01025813
 -0.04802681  0.08759519  0.00462266 -0.0132129  -0.00091268 -0.00555633
 -0.01670876 -0.02488399 -0.05885847 -0.0620105   0.02290837 -0.03952952
 -0.00616473  0.01457802  0.02669628  0.00726699 -0.01608025  0.02922625
 -0.0265353  -0.02441476 -0.00549284  0.01104022  0.05040549 -0.0015201
  0.01702029  0.0135455   0.06999702  0.02386753 -0.00136569  0.04186622
  0.02920658  0.02774413  0.04289811  0.03448059 -0.01462756  0.02546331
  0.05727934 -0.05651654  0.02271014  0.00861843  0.04150232 -0.0127355
 -0.07107804  0.00041071  0.0261289  -0.08021221 -0.02792776  0.00339061
 -0.0808083   0.03389166 -0.0297411  -0.04158867  0.01537604 -0.07439137
 -0.01018822  0.04711083 -0.0077792   0.01773898  0.04420192  0.05046601
  0.00720209  0.0452625  -0.0907288   0.02043267]"
26,0,<PROVIDER_NAME> <PRODUCT_NAME> sinyalnya tai...,sinyal tai,"['sinyal', 'tai']",0,0.48751813,0.35527566,0.43569607,"[ 0.05413974  0.14351556 -0.02582015  0.01826402 -0.05561546  0.10817213
 -0.00478816 -0.00113198 -0.01488348  0.00447603 -0.14951205  0.0188585
 -0.06817935 -0.06808881  0.17207316 -0.21483026 -0.07252245  0.05147433
 -0.12838459  0.03596084 -0.019679    0.02697775 -0.14771043 -0.05322926
  0.01500284  0.04997197  0.0985075   0.05163773 -0.04325373 -0.07232523
  0.01445609 -0.03995239 -0.04827626 -0.09236023 -0.05942919  0.14931609
 -0.13736984 -0.04355543 -0.05671078 -0.01729884  0.00036938 -0.00773771
  0.10566576 -0.04769601 -0.1166015   0.01504596 -0.02966884 -0.04488645
 -0.05169187  0.00511602  0.08075416 -0.01764914 -0.04855229 -0.0997258
  0.04389578 -0.13457718 -0.07806548 -0.01179035  0.05114893  0.00837234
  0.01190763 -0.01173133 -0.08791588 -0.08641839  0.11476421  0.06085686
  0.05631726  0.00700621  0.01523602  0.00407983 -0.06976558  0.05486612
  0.04445368 -0.11265904  0.01852334  0.08342807  0.01650349 -0.09969075
 -0.10662176 -0.02952824 -0.03845472  0.06946481  0.05837954 -0.10055341
  0.0567441   0.02192228 -0.04271785  0.0760576   0.01028404  0.06171916
  0.01111933  0.04503322  0.02014304 -0.11670829  0.04569092  0.12755364
 -0.07903805  0.00553055  0.0359856   0.02980603]"
